,Unnamed: 0,index,mr_new,da,text,num_hops,num_triples,shape,test_pseudo_utt,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,da_acc,
18332,18332,80,Arnold Schwarzenegger place of birth Thal. Carina Wenninger place of birth Thal. Arnold Schwarzenegger domain actor.,inform,Arnold Schwarzenegger is an actor from Thal. Carina Wenninger is also from Thal.,2,3,(X (X (X))),Arnold Schwarzenegger Thal Carina Wenninger,inform,0.3305030763,0.008418756037,118.7823944,7.859438682,0.8729869,match_scores,1,13
49539,49539,81,Arnold Schwarzenegger place of birth Thal. Carina Wenninger place of birth Thal. Arnold Schwarzenegger domain actor.,recommend," Are you familiar with Arnold Schwarzenegger? He's an actor from Thal, just like Carina Wenninger.",2,3,(X (X (X))),Arnold Schwarzenegger Thal Carina Wenninger,recommend,0.8414378,0.010575444,94.55867767,6.423094863,0.9001554,match_scores,1,15
18350,18350,82,Arnold Schwarzenegger spouse Maria Shriver. Maria Shriver occupation actor. Arnold Schwarzenegger domain actor.,inform,Arnold Schwarzenegger is an actor and is married to Maria Shriver.,2,3,(X (X (X))),Arnold Schwarzenegger Maria Shriver actor,inform,0.2998630702,0.02680091114,37.31216431,10.12799301,0.9090389,match_scores_PPL,1,11
18367,18367,83,Arnold Schwarzenegger spouse Maria Shriver. Maria Shriver sex or gender female. Arnold Schwarzenegger domain actor.,inform,Arnold Schwarzenegger is an actor who is married to the female Maria Shriver.,2,3,(X (X (X))),Arnold Schwarzenegger Maria Shriver female,inform,0.4132665396,0.02261110748,44.22605133,8.493098745,0.86752146,match_scores,1,13
18372,18372,84,Arnold Schwarzenegger spouse Maria Shriver. Maria Shriver date of birth 1955. Arnold Schwarzenegger domain actor.,inform,Arnold Schwarzenegger is an actor married to Maria Shriver who was born in 1955.,2,3,(X (X (X))),Arnold Schwarzenegger Maria Shriver 1955,inform,0.3371936679,0.02554638004,39.14448929,7.859438682,0.87885106,match_scores,1,14
56887,56887,85,Arnold Schwarzenegger place of birth Thal. Carina Wenninger place of birth Thal. Arnold Schwarzenegger domain actor.,suggest," Have you ever seen any films with actors from Thal, like Arnold Schwarzenegger and Carina Wenninger?",2,3,(X (X (X))),Arnold Schwarzenegger Thal Carina Wenninger,suggest,0.91879815,0.009087518743,110.0410385,6.423094863,0.8485278,match_scores_PPL,1,16
56893,56893,86,Around the World in 80 Days cast member Arnold Schwarzenegger. Around the World in 80 Days cast member Jackie Chan. Arnold Schwarzenegger domain actor.,suggest," Did you ever watch Around the World in 80 Days, which featured actors like Arnold Schwarzenegger and Jackie Chan?",2,3,(X (X (X))),Arnold Schwarzenegger Around the World in 80 Days Jackie Chan,suggest,0.81969166,0.03499888119,28.57234192,27.65355516,0.87838775,match_scores,1,19
18402,18402,87,Maria Shriver spouse Arnold Schwarzenegger. Maria Shriver place of birth Chicago. Arnold Schwarzenegger domain actor.,inform,Maria Shriver is an actor from Chicago who is married to Arnold Schwarzenegger.,2,3,(X (X (X))),Arnold Schwarzenegger Maria Shriver Chicago,inform,0.3601461947,0.02255270261,44.3405838,8.493098745,0.86898035,match_scores,1,13
18410,18410,88,Maria Shriver spouse Arnold Schwarzenegger. Maria Shriver occupation actor. Arnold Schwarzenegger domain actor.,inform,Maria Shriver is an actor married to Arnold Schwarzenegger.,2,3,(X (X (X))),Arnold Schwarzenegger Maria Shriver actor,inform,0.4596121311,0.01145584258,87.29170227,12.54931062,0.94164443,match_scores_PPL,1,9
18418,18418,89,Maria Shriver spouse Arnold Schwarzenegger. Maria Shriver sex or gender female. Arnold Schwarzenegger domain actor.,inform,Maria Shriver is a female who is married to actor Arnold Schwarzenegger.,2,3,(X (X (X))),Arnold Schwarzenegger Maria Shriver female,inform,0.4038392305,0.01601694468,62.43387985,9.23843021,0.8691054,match_scores_PPL,1,12
56930,56930,90,Christian Bale place of birth Haverfordwest. Rhys Ifans place of birth Haverfordwest. Christian Bale domain actor.,suggest," Did you ever watch a movie with actors from Haverfordwest, like Christian Bale and Rhys Ifans?",2,3,(X (X (X))),Christian Bale Haverfordwest Rhys Ifans,suggest,0.9382972,0.0147024397,68.01592255,6.423094863,0.8500733,match_scores,1,16
18442,18442,91,Christian Bale spouse Sandra Blažić. Sandra Blažić sex or gender female. Christian Bale domain actor.,inform,Christian Bale is an actor who is married to female Sandra Blažić.,2,3,(X (X (X))),Christian Bale Sandra Blažić female,inform,0.5224920511,0.01109846543,90.10254669,9.23843021,0.84016997,match_scores_PPL,1,12
18457,18457,92,Christian Bale spouse Sandra Blažić. Sandra Blažić date of birth 1970. Christian Bale domain actor.,inform," Christian Bale is an actor married to Sandra Blažić, born in 1970.",2,3,(X (X (X))),Christian Bale Sandra Blažić 1970,inform,0.3669022024,0.01232853584,81.11263275,8.493098745,0.8438581,match_scores,1,12
18460,18460,93,Christian Bale place of birth Haverfordwest. Rhys Ifans place of birth Haverfordwest. Christian Bale domain actor.,inform,Christian Bale is an actor from Haverfordwest. Rhys Ifans is also from Haverfordwest.,2,3,(X (X (X))),Christian Bale Haverfordwest Rhys Ifans,inform,0.3422839344,0.02121131133,47.14465714,7.859438682,0.8893028,match_scores_PPL,1,13
56970,56970,94,The New World cast member Christian Bale. The New World cast member Q'orianka Kilcher. Christian Bale domain actor.,suggest," Are you familiar with the work of actors in The New World, like Christian Bale and Q'orianka Kilcher?",2,3,(X (X (X))),Christian Bale The New World Q'orianka Kilcher,suggest,0.91777563,0.005249132347,190.5076752,10.47504152,0.87391114,match_scores,1,18
18483,18483,95,Sandra Blažić spouse Christian Bale. Sandra Blažić occupation model. Christian Bale domain actor.,inform,Sandra Blažić is a model married to actor Christian Bale.,2,3,(X (X (X))),Christian Bale Sandra Blažić model,inform,0.3413324356,0.008516511006,117.4189758,11.20846675,0.8728976,match_scores_PPL,1,10
62644,62644,96,Natalie Portman rating highly rated. Star Wars: Episode III – Revenge of the Sith cast member Natalie Portman. Natalie Portman domain actor.,verify_attribute,You said Natalie Portman was highly rated in Star Wars: Episode III – Revenge of the Sith. Do you usually think Natalie Portman puts on a great performance?,2,3,(X (X (X))),Natalie Portman highly rated Natalie Portman Star Wars: Episode III – Revenge of the Sith,verify_attribute,0.9810334444,0.04271596662,23.41044998,34.54320019,0.92488784,match_scores,1,28
18498,18498,97,Sandra Blažić spouse Christian Bale. Sandra Blažić date of birth 1970. Christian Bale domain actor.,inform,Sandra Blažić is an actor born in 1970 and married to Christian Bale.,2,3,(X (X (X))),Christian Bale Sandra Blažić 1970,inform,0.3852131069,0.009546553286,104.7498474,8.493098745,0.8399762,match_scores,1,13
18512,18512,98,Madonna occupation entrepreneur. Priscilla Presley occupation entrepreneur. Madonna domain actor.,inform,Madonna is an actor and entrepreneur. Priscilla Presley is also an entrepreneur.,2,3,(X (X (X))),Madonna entrepreneur Priscilla Presley,inform,0.3416904807,0.01751079679,57.10762405,6.754312829,0.84460825,match_scores,1,12
57024,57024,99,Madonna spouse Sean Penn. Sean Penn spouse Robin Wright. Madonna domain actor.,suggest," Have you ever seen any films with actors like Madonna, who was married to Sean Penn and Robin Wright?",2,3,(X (X (X))),Madonna Sean Penn Robin Wright,suggest,0.87528265,0.0205893164,48.56887817,5.431360808,0.8007861,match_scores,1,19
18535,18535,100,Madonna spouse Sean Penn. Sean Penn occupation screenwriter. Madonna domain actor.,inform,Madonna is an actor who is married to screenwriter Sean Penn.,2,3,(X (X (X))),Madonna Sean Penn screenwriter,inform,0.4647943676,0.01389052416,71.99152374,8.054496385,0.84123737,match_scores,1,11
57042,57042,101,Madonna spouse Sean Penn. Sean Penn place of birth Santa Monica. Madonna domain actor.,suggest," Are you familiar with the work of actors from Santa Monica, such as Madonna's spouse Sean Penn?",2,3,(X (X (X))),Madonna Sean Penn Santa Monica,suggest,0.93888766,0.01118539481,89.40229797,5.725998732,0.81374466,match_scores,1,17
62709,62709,102,Angelina Jolie rating top rated. Life or Something Like It cast member Angelina Jolie. Angelina Jolie domain actor.,verify_attribute,You said that Angelina Jolie was top rated in Life or Something Like It. Do you think Angelina Jolie is normally a top rated actor?,2,3,(X (X (X))),Angelina Jolie top rated Angelina Jolie Life or Something Like It,verify_attribute,0.9767661095,0.03852350847,25.95817566,18.19861776,0.88924044,match_scores,1,25
49760,49760,103,Madonna place of birth Bay City. Betsy Brandt place of birth Bay City. Madonna domain actor.,recommend," Have you ever checked out Madonna? She's an actor from Bay City, just like Betsy Brandt.",2,3,(X (X (X))),Madonna Bay City Betsy Brandt,recommend,0.82528865,0.01003312788,99.66981506,6.054506513,0.8385716,match_scores,1,16
49761,49761,104,Tom Hanks spouse Rita Wilson. Rita Wilson occupation actor. Tom Hanks domain actor.,recommend,Have you heard of Rita Wilson? She's an actor and the spouse of Tom Hanks.,2,3,(X (X (X))),Tom Hanks Rita Wilson actor,recommend,0.8125283,0.03081884301,32.44768143,6.839596062,0.8354428,match_scores,1,15
57081,57081,105,Madonna spouse Sean Penn. Robin Wright spouse Sean Penn. Madonna domain actor.,suggest," Are you familiar with the work of actors who have been married to Sean Penn, like Madonna and Robin Wright?",2,3,(X (X (X))),Madonna Sean Penn Robin Wright,suggest,0.9247799,0.01797943679,55.61909485,5.165604006,0.8312978,match_scores,1,20
57096,57096,106,Madonna place of birth Bay City. Betsy Brandt place of birth Bay City. Madonna domain actor.,suggest," Have you seen any films with actors from Bay City, such as Madonna and Betsy Brandt?",2,3,(X (X (X))),Madonna Bay City Betsy Brandt,suggest,0.93932045,0.006825428847,146.5109406,6.423094863,0.8242698,match_scores,1,16
57103,57103,107,A League of Their Own cast member Madonna. A League of Their Own cast member Tom Hanks. Madonna domain actor.,suggest," Did you ever watch A League of Their Own, featuring actors like Madonna and Tom Hanks?",2,3,(X (X (X))),Madonna A League of Their Own Tom Hanks,suggest,0.7967459,0.02725648067,36.68852234,23.90945316,0.79423404,match_scores,1,16
62767,62767,108,Christina Ricci rating moderately rated. Fear and Loathing in Las Vegas cast member Christina Ricci. Christina Ricci domain actor.,verify_attribute,You said Christina Ricci was only moderately rated in Fear and Loathing in Las Vegas. Do you usually think Christina Ricci's performances are just okay?,2,3,(X (X (X))),Christina Ricci moderately rated Christina Ricci Fear and Loathing in Las Vegas,verify_attribute,0.9842016101,0.02452446337,40.77561188,21.64192572,0.8951023,match_scores,1,25
57120,57120,109,Tom Hanks spouse Rita Wilson. Rita Wilson occupation actor. Tom Hanks domain actor.,suggest,Have you ever seen any films starring actors like Tom Hanks and his spouse Rita Wilson?,2,3,(X (X (X))),Tom Hanks Rita Wilson actor,suggest,0.40579408,0.01477939382,67.66177368,6.468490584,0.791777,match_scores,1,16
18635,18635,110,Tom Hanks spouse Rita Wilson. Rita Wilson sex or gender female. Tom Hanks domain actor.,inform,Tom Hanks is an actor who is married to the female Rita Wilson.,2,3,(X (X (X))),Tom Hanks Rita Wilson female,inform,0.3503992856,0.01665725921,60.03388596,8.493098745,0.8360446,match_scores,1,13
49838,49838,111,Apollo 13 cast member Tom Hanks. Apollo 13 cast member Bryce Dallas Howard. Tom Hanks domain actor.,recommend," Have you seen Tom Hanks in Apollo 13? He stars alongside Bryce Dallas Howard, and his performance is great.",2,3,(X (X (X))),Tom Hanks Apollo 13 Bryce Dallas Howard,recommend,0.80878896,0.03122005504,32.03069305,9.449865253,0.85361886,match_scores,1,19
49842,49842,112,Rita Wilson spouse Tom Hanks. Rita Wilson occupation actor. Tom Hanks domain actor.,recommend,Have you heard of Rita Wilson? She's an actor who is married to Tom Hanks.,2,3,(X (X (X))),Tom Hanks Rita Wilson actor,recommend,0.85370946,0.0375540501,26.62828636,6.839596062,0.8387338,match_scores,1,15
49855,49855,113,Rita Wilson spouse Tom Hanks. Rita Wilson place of birth Hollywood. Tom Hanks domain actor.,recommend,Have you heard of Rita Wilson? She's married to Tom Hanks and was born in Hollywood.,2,3,(X (X (X))),Tom Hanks Rita Wilson Hollywood,recommend,0.9349496,0.03093151842,32.32948303,6.423094863,0.8164311,match_scores_PPL,1,16
49861,49861,114,Chris Hemsworth place of birth Melbourne. Cate Blanchett place of birth Melbourne. Chris Hemsworth domain actor.,recommend," Have you heard of Chris Hemsworth? He's an actor from Melbourne, just like Cate Blanchett.",2,3,(X (X (X))),Chris Hemsworth Melbourne Cate Blanchett,recommend,0.9108409,0.05140703884,19.45258904,6.423094863,0.8885987,match_scores_PPL,1,15
18682,18682,115,Cloud Atlas cast member Tom Hanks. Cloud Atlas cast member Götz Otto. Tom Hanks domain actor.,inform,Tom Hanks and Götz Otto are actors in the cast of Cloud Atlas.,2,3,(X (X (X))),Tom Hanks Cloud Atlas Götz Otto,inform,0.3946450055,0.00922761656,108.3703461,9.837489906,0.86035436,match_scores,1,13
18697,18697,116,Rita Wilson spouse Tom Hanks. Rita Wilson occupation actor. Tom Hanks domain actor.,inform,Rita Wilson is an actor who is married to Tom Hanks.,2,3,(X (X (X))),Tom Hanks Rita Wilson actor,inform,0.2652732134,0.02215968883,45.12698746,10.12799301,0.8885586,match_scores,1,11
49899,49899,117,Chris Hemsworth spouse Elsa Pataky. Elsa Pataky sex or gender female. Chris Hemsworth domain actor.,recommend," Are you familiar with Chris Hemsworth? He's an actor who's married to Elsa Pataky, a female.",2,3,(X (X (X))),Chris Hemsworth Elsa Pataky female,recommend,0.899623,0.02012698217,49.68454742,6.054506513,0.8376976,match_scores,1,16
57211,57211,118,Chris Hemsworth place of birth Melbourne. Cate Blanchett place of birth Melbourne. Chris Hemsworth domain actor.,suggest," Are you familiar with the work of actors from Melbourne, such as Chris Hemsworth and Cate Blanchett?",2,3,(X (X (X))),Chris Hemsworth Melbourne Cate Blanchett,suggest,0.9569959,0.04404900532,22.70198822,6.054506513,0.8733123,match_scores,1,17
18727,18727,119,Chris Hemsworth spouse Elsa Pataky. Elsa Pataky place of birth Madrid. Chris Hemsworth domain actor.,inform," Chris Hemsworth is an actor, married to Elsa Pataky, who was born in Madrid.",2,3,(X (X (X))),Chris Hemsworth Elsa Pataky Madrid,inform,0.3550747037,0.01719258218,58.16461945,6.839596062,0.8337606,match_scores,1,14
49923,49923,120,Chris Hemsworth spouse Elsa Pataky. Asterix at the Olympic Games cast member Elsa Pataky. Chris Hemsworth domain actor.,recommend," Have you seen the work of Chris Hemsworth? His wife, Elsa Pataky, was a cast member in Asterix at the Olympic Games.",2,3,(X (X (X))),Chris Hemsworth Elsa Pataky Asterix at the Olympic Games,recommend,0.8634494,0.01769818539,56.50296783,17.33497198,0.8905445,match_scores,1,22
18739,18739,121,Chris Hemsworth spouse Elsa Pataky. Elsa Pataky sex or gender female. Chris Hemsworth domain actor.,inform,Chris Hemsworth is an actor and is married to female Elsa Pataky.,2,3,(X (X (X))),Chris Hemsworth Elsa Pataky female,inform,0.2974098921,0.008780186328,113.8927994,9.23843021,0.86597705,match_scores_PPL,1,12
57258,57258,122,Chris Hemsworth spouse Elsa Pataky. Elsa Pataky date of birth 1976. Chris Hemsworth domain actor.,suggest," Are you familiar with the work of actors whose spouses were born in 1976, like Chris Hemsworth and Elsa Pataky?",2,3,(X (X (X))),Chris Hemsworth Elsa Pataky 1976,suggest,0.9156551,0.01017988776,98.23291016,5.165604006,0.79024035,match_scores,1,20
18758,18758,123,Chris Hemsworth spouse Elsa Pataky. Elsa Pataky date of birth 1976. Chris Hemsworth domain actor.,inform," Chris Hemsworth is an actor married to Elsa Pataky, born in 1976.",2,3,(X (X (X))),Chris Hemsworth Elsa Pataky 1976,inform,0.3793661594,0.01050228051,95.21741486,8.493098745,0.86696786,match_scores,1,12
18775,18775,124,Chris Hemsworth spouse Elsa Pataky. Asterix at the Olympic Games cast member Elsa Pataky. Chris Hemsworth domain actor.,inform," Chris Hemsworth is an actor and spouse of Elsa Pataky, who was a cast member in Asterix at the Olympic Games.",2,3,(X (X (X))),Chris Hemsworth Elsa Pataky Asterix at the Olympic Games,inform,0.3464116752,0.01317513495,75.90055084,19.7599709,0.8694595,match_scores,1,21
18779,18779,125,The Cabin in the Woods cast member Chris Hemsworth. The Cabin in the Woods cast member Sigourney Weaver. Chris Hemsworth domain actor.,inform," The Cabin in the Woods featured two actors, Chris Hemsworth and Sigourney Weaver.",2,3,(X (X (X))),Chris Hemsworth The Cabin in the Woods Sigourney Weaver,inform,0.4941314161,0.03682648589,27.15436935,31.53554052,0.899866,match_scores,1,13
