index,mr_new,da,text,num_hops,num_triples,pseudo_mr,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,da_acc,length
72,"Twin Peaks review score excellent. Twin Peaks cast member David Duchovny, Matthew Lillard. Twin Peaks genre crime television series. Twin Peaks domain tv.",give_opinion,"Twin Peaks is an excellent crime television series, with great performances from David Duchovny and Matthew Lillard.",1,4,"Twin Peaks Excellent 'David Duchovny', 'Matthew Lillard' 'Crime Television Series'",give_opinion,0.9665214,0.02717755347,36.79507065,4.48083616,0.81189877,match_scores,1,17
73,The Virgin Queen review score average. The Virgin Queen genre docudrama. The Virgin Queen domain tv.,give_opinion,I think The Virgin Queen is an average docudrama.,1,3,The Virgin Queen Average 'Docudrama',give_opinion,0.979183,0.006866488006,145.6348572,15.61969968,0.879398,match_scores,1,9
74,"Vikings genre historical drama. Vikings review score average. Vikings creator Ciaran Donnelly, Jeff Woolnough. Vikings screenwriter Michael Hirst. Vikings awards received None. Vikings character Leo IV, Ealhswith. Vikings cast member Alvaro Lucchesi, Aaron Monaghan. Vikings domain tv.",inform,"Vikings is an average-rated historical drama created by Ciaran Donnelly and Jeff Woolnough, written by Michael Hirst, and starring Alvaro Lucchesi, Aaron Monaghan, Leo IV, and Ealhswith.",1,8,"Vikings 'Historical Drama' Average 'Ciaran Donnelly', 'Jeff Woolnough' 'Michael Hirst' 'None' 'Leo Iv', 'Ealhswith' 'Alvaro Lucchesi', 'Aaron Monaghan'",inform,0.98511374,0.0136402387,73.3125,1.588302749,0.6799952,match_scores_PPL,1,27
75,Wolf Hall review score average. Wolf Hall genre drama television series. Wolf Hall domain tv.,give_opinion,Wolf Hall is an average drama television series.,1,3,Wolf Hall Average 'Drama Television Series',give_opinion,0.7554609,0.002178100676,459.1156006,9.535414041,0.86671865,match_scores,1,8
76,tv show specifier overrated. tv show genre time-travel television program. tv show domain tv.,request,What time-travel television program do you think is the most overrated?,1,3,Overrated 'Time-Travel Television Program',request,0.9065940976,0.01988163727,50.29766846,0,0.8418844,match_scores_PPL,1,11
77,Peaky Blinders genre costume drama. Peaky Blinders review score good. Peaky Blinders domain tv.,inform,Peaky Blinders is a good-rated costume drama.,1,3,Peaky Blinders 'Costume Drama' Good,inform,0.7404103875,0.004878323291,204.9884644,11.04479557,0.79921186,match_scores_PPL,1,7
78,"Downton Abbey review score average. Downton Abbey creator James Strong, Brian Percival. Downton Abbey domain tv.",recommend,"Have you ever watched Downton Abbey, created by James Strong and Brian Percival? It has an average review score.",1,3,"Downton Abbey Average 'James Strong', 'Brian Percival'",recommend,0.7681381702,0.01929610696,51.82392502,3.8229747,0.79725164,match_scores,1,19
79,The Terminal List review score average. The Terminal List genre television series based on a novel. The Terminal List domain tv.,give_opinion,"The Terminal List is an average TV series based on a novel, but I think it was well done.",1,3,The Terminal List Average 'Television Series Based On A Novel',give_opinion,0.9766118,0.01086918665,92.00320435,6.760229885,0.85944307,match_scores,1,19
80,tv show specifier cheerful. tv show screenwriter Gennifer Hutchison. tv show domain tv.,request,Has Gennifer Hutchison written anything cheerful for TV?,1,3,Cheerful 'Gennifer Hutchison',request,0.9156833291,0.00250947217,398.4901733,0,0.82091486,match_scores,1,8
81,"Angel review score average. Angel cast member Jeffrey Dean Morgan’, Carlos Carrasco. Angel domain tv.",give_opinion,Angel is an average show but I really liked the casting of Jeffrey Dean Morgan' and Carlos Carrasco.,1,3,"Angel Average 'Jeffrey Dean Morgan’, 'Carlos Carrasco'",give_opinion,0.9809902,0.008123490039,123.0998001,2.407485904,0.801448,match_scores,1,18
82,tv show specifier funniest. tv show awards received MTV Movie Award for Best Song from a Movie. tv show domain tv.,request,What's the funniest TV show with an MTV Movie Award for Best Song from a Movie?,1,3,Funniest 'Mtv Movie Award For Best Song From A Movie',request,0.9383446574,0.02115365637,47.2731514,6.468490584,0.83590645,match_scores,1,16
83,"Strike review score average. Strike character Robin Ellacott, Cormoran Strike. Strike domain tv.",give_opinion,"Strike is an average show, but I enjoyed the characters of Robin Ellacott and Cormoran Strike.",1,3,"Strike Average 'Robin Ellacott', 'Cormoran Strike'",give_opinion,0.9794953,0.004297883121,232.6726837,2.554049666,0.7904205,match_scores,1,16
84,Obi-Wan Kenobi review score average. Obi-Wan Kenobi domain tv.,give_opinion,I think Obi-Wan Kenobi is an average show.,1,2,Obi-Wan Kenobi Average,give_opinion,0.94137913,0.0129513013,77.21231842,9.535414041,0.90149695,match_scores,1,8
85,Gunpowder review score average. Gunpowder creator J Blakeson. Gunpowder domain tv.,give_opinion,Gunpowder is an average show created by J Blakeson.,1,3,Gunpowder Average 'J Blakeson',give_opinion,0.98518074,0.002701399702,370.1784668,4.196114906,0.83034337,match_scores,1,9
86,"Drop Dead Diva review score average. Drop Dead Diva creator Michael Grossman, David Petrarca. Drop Dead Diva domain tv.",recommend,"Have you heard of Drop Dead Diva, created by Michael Grossman and David Petrarca? It has an average review score.",1,3,"Drop Dead Diva Average 'Michael Grossman', 'David Petrarca'",recommend,0.8229881525,0.01178680127,84.8406601,6.586656968,0.78810894,match_scores,1,20
87,Atlanta review score average. Atlanta domain tv.,recommend,Have you seen Atlanta? It has an average review score.,1,2,Atlanta Average,recommend,0.8126741648,0.006648932393,150.4000854,3.386498568,0.73427486,match_scores_PPL,1,10
88,"tv show specifier funniest. tv show cast member Lenita Susi, Ville Virtanen. tv show domain tv.",request,What's the funniest show you've seen with Lenita Susi and Ville Virtanen?,1,3,"Funniest 'Lenita Susi', 'Ville Virtanen'",request,0.9662584066,0.008173706733,122.3435135,0,0.79803795,match_scores_PPL,1,12
89,"The Empress genre drama television series. The Empress creator Katrin Gebbe, Florian Cossen. The Empress character Duke in Bavaria, Duke Maximilian Joseph. The Empress screenwriter Janna Nandzik. The Empress cast member Philip Froissant, Eric Bouwer. The Empress review score average. The Empress domain tv.",inform,"The Empress is an average-rated drama television series created by Katrin Gebbe and Florian Cossen, written by Janna Nandzik, and starring Philip Froissant, Eric Bouwer, Duke in Bavaria, and Duke Maximilian Joseph.",1,7,"The Empress 'Drama Television Series' 'Katrin Gebbe', 'Florian Cossen' Duke In Bavaria', 'Duke Maximilian Joseph 'Janna Nandzik' 'Philip Froissant', 'Eric Bouwer' Average",inform,0.9858955741,0.008878001512,112.6379623,3.259631698,0.7534033,match_scores_PPL,1,32
90,"tv show specifier dramatic. tv show cast member Terry Chen, Nick E. Tarabay. tv show domain tv.",request,Was there a dramatic TV show with Terry Chen and Nick E. Tarabay?,1,4,"Dramatic 'Terry Chen', 'Nick E. Tarabay'",request,0.9243186712,0.002968146591,336.9105835,5.255923421,0.7774946,match_scores,1,13
91,tv show specifier scary. tv show genre adventure television series. tv show domain tv.,request,What's the scariest adventure television series you've seen on TV?,1,3,Scary 'Adventure Television Series',request,0.9619584084,0.02798456954,35.73397827,0,0.7885189,match_scores,1,10
92,"The Last Kingdom review score average. The Last Kingdom cast member Ilona Chevakova, Harry Gilby. The Last Kingdom domain tv.",give_opinion,"The Last Kingdom is an average show, but it has a great cast including Ilona Chevakova and Harry Gilby.",1,3,"The Last Kingdom Average 'Ilona Chevakova', 'Harry Gilby'",give_opinion,0.9832622,0.007627205437,131.1096191,7.264339766,0.8020694,match_scores,1,19
93,Father Ted review score average. Father Ted creator Declan Lowney. Father Ted domain tv.,recommend,Have you heard of Father Ted? It's a TV show with an average review score created by Declan Lowney.,1,3,Father Ted Average 'Declan Lowney',recommend,0.8328695297,0.0133138604,75.10969543,3.632169883,0.65616345,match_scores,1,19
94,"Lonesome Dove review score average. Lonesome Dove cast member D. B. Sweeney, Chris Cooper. Lonesome Dove domain tv.",give_opinion,"I think Lonesome Dove is an average show, but it does have some good acting by D. B. Sweeney and Chris Cooper.",1,5,"Lonesome Dove Average 'D. B. Sweeney', 'Chris Cooper'",give_opinion,0.9569969,0.02482013159,40.28987503,7.076972675,0.7491467,match_scores,1,22
95,"Ms. Marvel review score average. Ms. Marvel character Nakia Bahadir, DODC Agent Sadie Deever. Ms. Marvel domain tv.",give_opinion,"Ms. Marvel is an average show, but I enjoyed the characters of Nakia Bahadir and DODC Agent Sadie Deever.",1,6,"Ms. Marvel Average 'Nakia Bahadir', 'Dodc Agent Sadie Deever'",give_opinion,0.9718445,0.003400172893,294.1026917,8.461633959,0.8640701,match_scores,1,19
96,Obi-Wan Kenobi review score average. Obi-Wan Kenobi genre science fiction. Obi-Wan Kenobi domain tv.,give_opinion,I think Obi-Wan Kenobi is an average science fiction show.,1,3,Obi-Wan Kenobi Average 'Science Fiction',give_opinion,0.9839894,0.0165747086,60.33288574,7.495553473,0.88121814,match_scores,1,10
97,Galactica 1980 review score average. Galactica 1980 screenwriter Jeff Freilich. Galactica 1980 domain tv.,give_opinion,"Galactica 1980 is an average show, but the writing by Jeff Freilich is quite good.",1,3,Galactica 1980 Average 'Jeff Freilich',give_opinion,0.9860534,0.009810936329,101.9270706,4.573913556,0.86314815,match_scores,1,15
98,Bordertown review score average. Bordertown screenwriter Miikko Oikkonen. Bordertown domain tv.,recommend,"Have you seen Bordertown, written by Miikko Oikkonen? It has an average review score.",1,3,Bordertown Average 'Miikko Oikkonen',recommend,0.8792536259,0.005880358887,170.0576477,2.286956778,0.8261554,match_scores,1,14
99,tv show specifier interesting. tv show awards received British Academy Television Award for Best Actor. tv show domain tv.,request,What TV show won a British Academy Television Award for Best Actor that you found interesting?,1,3,Interesting 'British Academy Television Award For Best Actor',request,0.6908792853,0.01077049483,92.84624481,9.147827112,0.83144855,match_scores_PPL,1,16
100,"Cougar Town genre American television sitcom. Cougar Town creator Phil Traill, Busy Philipps. Cougar Town domain tv.",inform,Cougar Town is an American television sitcom created by Phil Traill and Busy Philipps.,1,3,"Cougar Town 'American Television Sitcom' 'Phil Traill', 'Busy Philipps'",inform,0.9141922593,0.01011508346,98.86225891,5.255923421,0.8270311,match_scores_PPL,1,14
101,"Atlanta genre comedy television series. Atlanta cast member Brian Tyree Henry, Donald Glover. Atlanta domain tv.",inform,Atlanta is a comedy television series starring Brian Tyree Henry and Donald Glover.,1,3,"Atlanta 'Comedy Television Series' 'Brian Tyree Henry', 'Donald Glover'",inform,0.9642689824,0.007369768722,135.6894684,3.377156414,0.81648356,match_scores_PPL,1,13
102,"tv show specifier interesting. tv show creator David Petrarca, Jamie Babbit. tv show domain tv.",request,What interesting show have you seen from David Petrarca and Jamie Babbit?,1,3,"Interesting 'David Petrarca', 'Jamie Babbit'",request,0.9700330496,0.004292545743,232.9619904,0,0.7601291,match_scores_PPL,1,12
103,"Freud review score average. Freud character Amalia Freud, Eli Bernays. Freud domain tv.",give_opinion,"Freud is an average show, but I enjoyed the characters of Amalia Freud and Eli Bernays.",1,3,"Freud Average 'Amalia Freud', 'Eli Bernays'",give_opinion,0.98674,0.003344460441,299.0018921,2.554049666,0.8593857,match_scores_PPL,1,16
104,"tv show specifier engaging. tv show cast member Laura Spencer’, Laurie Metcalf. tv show domain tv.",request,Is there an engaging TV show with Laura Spencer and Laurie Metcalf?,1,3,"Engaging 'Laura Spencer’, 'Laurie Metcalf'",request,0.9618772864,0.008644322267,115.682869,0,0.73660606,match_scores_PPL,1,12
105,"Atlanta review score average. Atlanta cast member Brian Tyree Henry, Zazie Beetz. Atlanta domain tv.",recommend,Do you watch Atlanta? It has an average review score and features Brian Tyree Henry and Zazie Beetz.,1,3,"Atlanta Average 'Brian Tyree Henry', 'Zazie Beetz'",recommend,0.5937631726,0.0060953288,164.0600586,2.276859592,0.7734307,match_scores,1,18
106,Houdini review score average. Houdini genre historical drama. Houdini domain tv.,give_opinion,Houdini is an average historical drama that is worth watching.,1,3,Houdini Average 'Historical Drama',give_opinion,0.96774644,0.009321811076,107.2752914,3.747776737,0.8145207,match_scores,1,10
107,"tv show specifier cheerful. tv show cast member India Mullen, Amy Bailey. tv show domain tv.",request,Is there a show with India Mullen and Amy Bailey that you'd describe as cheerful?,1,3,"Cheerful 'India Mullen', 'Amy Bailey'",request,0.8880220652,0.003927309772,254.6272278,0,0.733079,match_scores_PPL,1,15
108,"The Affair genre mystery television series. The Affair character Scotty Lockhart. The Affair creator Jeffrey Reiner, Mark Mylod. The Affair domain tv.",inform,"The Affair is a mystery television series starring Scotty Lockhart, created by Jeffrey Reiner and Mark Mylod.",1,4,"The Affair 'Mystery Television Series' 'Scotty Lockhart' 'Jeffrey Reiner', 'Mark Mylod'",inform,0.9553681612,0.01757986835,56.88324738,4.48083616,0.7349336,match_scores,1,17
109,Twin Peaks review score excellent. Twin Peaks awards received Primetime Emmy Award for Outstanding Costumes for a Series. Twin Peaks domain tv.,recommend,Have you seen Twin Peaks? It has an excellent review score and won the Primetime Emmy Award for Outstanding Costumes for a Series.,1,3,Twin Peaks Excellent 'Primetime Emmy Award For Outstanding Costumes For A Series',recommend,0.818318367,0.03439590667,29.07322693,5.217592867,0.8776571,match_scores,1,23
110,The I-Land genre drama television series. The I-Land screenwriter Neil LaBute. The I-Land domain tv.,inform,The I-Land is a drama television series written by Neil LaBute.,1,3,The I-Land 'Drama Television Series' 'Neil Labute',inform,0.9781608582,0.01160670389,86.15710449,6.772997137,0.7623501,match_scores_PPL,1,11
111,Romulus genre drama television series. Romulus screenwriter Guido Iuculano. Romulus review score average. Romulus domain tv.,inform,Romulus is an average-rated drama television series written by Guido Iuculano.,1,4,Romulus 'Drama Television Series' 'Guido Iuculano' Average,inform,0.9745003581,0.006726794785,148.6592102,3.386498568,0.81235135,match_scores_PPL,1,11
112,The Lord of the Rings: The Rings of Power review score average. The Lord of the Rings: The Rings of Power screenwriter Gennifer Hutchison. The Lord of the Rings: The Rings of Power domain tv.,give_opinion,The Lord of the Rings: The Rings of Power is an average show despite its great screenwriter Gennifer Hutchison.,1,3,The Lord Of The Rings: The Rings Of Power Average 'Gennifer Hutchison',give_opinion,0.981975,0.0169773235,58.90209961,14.05167698,0.8655105,match_scores,1,19
